MAE,RMSE,R2,acuracia_sinal,modelo,MAE_cv_medio,MAE_cv_desvio,RMSE_cv_medio,RMSE_cv_desvio,R2_cv_medio,R2_cv_desvio
48.32250793628296,86.0959466394375,0.7917660921433463,0.8030407740152039,Gradient Boosting,48.328470634670595,5.813302641687019,84.06134550400066,18.696831625712008,0.7931329631292433,0.07660255037858223
48.440019879912754,86.23195418780527,0.7911076696661319,0.8838977194194886,Extra Trees,48.44605392274129,5.328860877540963,85.13593893940511,13.82008225163986,0.7923190805852203,0.05460698813440366
48.46804930342884,88.20842894106073,0.7814221184616822,0.856945404284727,Random Forest,48.473145240233656,4.317271055576712,87.46706356916032,11.51130716828334,0.7815627622080656,0.048608113566330456
63.16059650256423,96.15933292656446,0.7402420057495308,0.7940566689702834,Ridge,63.167093035239986,5.997610566667288,95.08962212804221,14.453926654414484,0.7422034576018918,0.06088588596275289
