wb,cement_consumption,water_consumption,dry_d1,fibra_metalica,macrofibra_pp,microfibra_pp,idade_dias,idade_horas,cement,curing,local_ensaio,estado,regiao,idade_label,epsilon_t,amostra_id,epsilon_previsto,residuo,erro_absoluto,sinal_previsto
0.55,360,198.00000000000003,15.0,0.0,5.0,0.0,7.0,168,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,7 dias,100.0,55,141.6161904761904,-41.61619047619041,41.61619047619041,expansao
0.55,360,198.00000000000003,15.0,0.0,5.0,0.0,14.0,336,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,14 dias,-60.0,55,-23.73521645021645,-36.26478354978355,36.26478354978355,retracao
0.55,360,198.00000000000003,15.0,0.0,5.0,0.0,28.0,672,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,28 dias,-180.0,55,-138.34182539682536,-41.65817460317464,41.65817460317464,retracao
0.55,360,198.00000000000003,15.0,0.0,5.0,0.0,56.0,1344,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,56 dias,-330.0,55,-288.724007936508,-41.275992063492026,41.275992063492026,retracao
0.51,380,193.8,0.0,0.0,6.0,0.6,0.5,12,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,12 h,0.0,56,0.0,0.0,0.0,estabilidade
0.51,380,193.8,0.0,0.0,6.0,0.6,1.0,24,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,1 dia,-50.0,56,-62.29999999999998,12.299999999999983,12.299999999999983,retracao
0.51,380,193.8,0.0,0.0,6.0,0.6,3.0,72,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,3 dias,-100.0,56,-125.95000000000007,25.950000000000074,25.950000000000074,retracao
0.51,380,193.8,0.0,0.0,6.0,0.6,7.0,168,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,7 dias,-160.0,56,-191.1000000000001,31.100000000000108,31.100000000000108,retracao
0.51,380,193.8,0.0,0.0,6.0,0.6,14.0,336,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,14 dias,-250.0,56,-275.10166666666674,25.101666666666745,25.101666666666745,retracao
0.51,380,193.8,0.0,0.0,6.0,0.6,28.0,672,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,28 dias,-360.0,56,-397.5035714285714,37.50357142857138,37.50357142857138,retracao
0.51,380,193.8,0.0,0.0,6.0,0.6,56.0,1344,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,56 dias,-470.0,56,-515.7016666666661,45.70166666666614,45.70166666666614,retracao
0.53,349,184.97,15.0,25.0,6.0,0.6,0.5,12,CP II E 40,Não informado,Não informado,SP,Sudeste,12 h,0.0,57,-0.18166666666666667,0.18166666666666667,0.18166666666666667,retracao
0.53,349,184.97,15.0,25.0,6.0,0.6,1.0,24,CP II E 40,Não informado,Não informado,SP,Sudeste,1 dia,30.0,57,40.72714285714287,-10.727142857142873,10.727142857142873,expansao
0.53,349,184.97,15.0,25.0,6.0,0.6,3.0,72,CP II E 40,Não informado,Não informado,SP,Sudeste,3 dias,70.0,57,91.62107142857141,-21.621071428571412,21.621071428571412,expansao
0.53,349,184.97,15.0,25.0,6.0,0.6,7.0,168,CP II E 40,Não informado,Não informado,SP,Sudeste,7 dias,110.0,57,133.66809523809528,-23.668095238095276,23.668095238095276,expansao
0.53,349,184.97,15.0,25.0,6.0,0.6,14.0,336,CP II E 40,Não informado,Não informado,SP,Sudeste,14 dias,-20.0,57,-9.705595238095237,-10.294404761904763,10.294404761904763,retracao
0.53,349,184.97,15.0,25.0,6.0,0.6,28.0,672,CP II E 40,Não informado,Não informado,SP,Sudeste,28 dias,-190.0,57,-136.99750000000003,-53.00249999999997,53.00249999999997,retracao
0.53,349,184.97,15.0,25.0,6.0,0.6,56.0,1344,CP II E 40,Não informado,Não informado,SP,Sudeste,56 dias,-330.0,57,-314.39357142857136,-15.606428571428637,15.606428571428637,retracao
0.49,380,186.2,10.0,0.0,0.0,0.6,0.5,12,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,12 h,0.0,58,0.1,-0.1,0.1,expansao
0.49,380,186.2,10.0,0.0,0.0,0.6,1.0,24,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,1 dia,30.0,58,48.06,-18.060000000000002,18.060000000000002,expansao
0.49,380,186.2,10.0,0.0,0.0,0.6,3.0,72,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,3 dias,70.0,58,94.47666666666666,-24.47666666666666,24.47666666666666,expansao
0.49,380,186.2,10.0,0.0,0.0,0.6,7.0,168,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,7 dias,120.0,58,123.05166666666665,-3.051666666666648,3.051666666666648,expansao
0.49,380,186.2,10.0,0.0,0.0,0.6,14.0,336,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,14 dias,-90.0,58,-16.075238095238095,-73.92476190476191,73.92476190476191,retracao
0.49,380,186.2,10.0,0.0,0.0,0.6,28.0,672,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,28 dias,-200.0,58,-159.20238095238102,-40.79761904761898,40.79761904761898,retracao
0.49,380,186.2,10.0,0.0,0.0,0.6,56.0,1344,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,56 dias,-320.0,58,-308.3300000000001,-11.669999999999902,11.669999999999902,retracao
0.547,320,175.04000000000002,0.0,0.0,0.0,0.6,0.5,12,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,12 h,0.0,59,0.0,0.0,0.0,estabilidade
0.547,320,175.04000000000002,0.0,0.0,0.0,0.6,1.0,24,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,1 dia,40.0,59,-28.811666666666643,68.81166666666664,68.81166666666664,retracao
0.547,320,175.04000000000002,0.0,0.0,0.0,0.6,3.0,72,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,3 dias,90.0,59,-57.00833333333332,147.00833333333333,147.00833333333333,retracao
0.547,320,175.04000000000002,0.0,0.0,0.0,0.6,7.0,168,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,7 dias,110.0,59,-104.18833333333326,214.18833333333328,214.18833333333328,retracao
0.547,320,175.04000000000002,0.0,0.0,0.0,0.6,14.0,336,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,14 dias,-80.0,59,-194.69690476190476,114.69690476190476,114.69690476190476,retracao
0.547,320,175.04000000000002,0.0,0.0,0.0,0.6,28.0,672,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,28 dias,-360.0,59,-309.3492857142856,-50.6507142857144,50.6507142857144,retracao
0.547,320,175.04000000000002,0.0,0.0,0.0,0.6,56.0,1344,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,56 dias,-460.0,59,-448.0984523809524,-11.90154761904762,11.90154761904762,retracao
0.55,336,184.8,0.0,25.0,0.0,0.6,0.5,12,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,12 h,0.0,60,0.0,0.0,0.0,estabilidade
0.55,336,184.8,0.0,25.0,0.0,0.6,1.0,24,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,1 dia,-60.0,60,-40.229999999999976,-19.770000000000024,19.770000000000024,retracao
0.55,336,184.8,0.0,25.0,0.0,0.6,3.0,72,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,3 dias,-120.0,60,-71.29468253968248,-48.70531746031752,48.70531746031752,retracao
0.55,336,184.8,0.0,25.0,0.0,0.6,7.0,168,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,7 dias,-170.0,60,-132.96988095238098,-37.030119047619024,37.030119047619024,retracao
0.55,336,184.8,0.0,25.0,0.0,0.6,14.0,336,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,14 dias,-210.0,60,-211.99130952380946,1.9913095238094627,1.9913095238094627,retracao
0.55,336,184.8,0.0,25.0,0.0,0.6,28.0,672,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,28 dias,-340.0,60,-328.7709523809524,-11.229047619047606,11.229047619047606,retracao
0.55,336,184.8,0.0,25.0,0.0,0.6,56.0,1344,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,56 dias,-460.0,60,-448.38666666666654,-11.613333333333458,11.613333333333458,retracao
0.51,365,186.15,0.0,0.0,0.0,0.6,0.5,12,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,PB,Nordeste,12 h,0.0,61,0.0,0.0,0.0,estabilidade
0.51,365,186.15,0.0,0.0,0.0,0.6,1.0,24,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,PB,Nordeste,1 dia,-40.0,61,-62.64166666666665,22.64166666666665,22.64166666666665,retracao
0.51,365,186.15,0.0,0.0,0.0,0.6,3.0,72,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,PB,Nordeste,3 dias,-80.0,61,-80.90499999999999,0.9049999999999869,0.9049999999999869,retracao
0.51,365,186.15,0.0,0.0,0.0,0.6,7.0,168,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,PB,Nordeste,7 dias,-160.0,61,-142.08500000000015,-17.91499999999985,17.91499999999985,retracao
0.51,365,186.15,0.0,0.0,0.0,0.6,14.0,336,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,PB,Nordeste,14 dias,-230.0,61,-206.93500000000003,-23.06499999999997,23.06499999999997,retracao
0.51,365,186.15,0.0,0.0,0.0,0.6,28.0,672,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,PB,Nordeste,28 dias,-340.0,61,-308.7466666666667,-31.253333333333273,31.253333333333273,retracao
0.51,365,186.15,0.0,0.0,0.0,0.6,56.0,1344,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,PB,Nordeste,56 dias,-460.0,61,-442.5800000000001,-17.419999999999902,17.419999999999902,retracao
0.54,350,189.0,12.5,25.0,0.0,0.6,0.5,12,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SC,Sul,12 h,0.0,62,0.0,0.0,0.0,estabilidade
0.54,350,189.0,12.5,25.0,0.0,0.6,1.0,24,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SC,Sul,1 dia,50.0,62,110.01666666666668,-60.01666666666668,60.01666666666668,expansao
0.54,350,189.0,12.5,25.0,0.0,0.6,3.0,72,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SC,Sul,3 dias,50.0,62,119.04833333333335,-69.04833333333335,69.04833333333335,expansao
0.54,350,189.0,12.5,25.0,0.0,0.6,7.0,168,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SC,Sul,7 dias,10.0,62,153.39833333333334,-143.39833333333334,143.39833333333334,expansao
0.54,350,189.0,12.5,25.0,0.0,0.6,14.0,336,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SC,Sul,14 dias,-130.0,62,92.28500000000003,-222.28500000000003,222.28500000000003,expansao
0.54,350,189.0,12.5,25.0,0.0,0.6,28.0,672,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SC,Sul,28 dias,-280.0,62,-32.86166666666666,-247.13833333333335,247.13833333333335,retracao
0.54,350,189.0,12.5,25.0,0.0,0.6,56.0,1344,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SC,Sul,56 dias,-320.0,62,-133.23166666666668,-186.76833333333332,186.76833333333332,retracao
0.55,345,189.75000000000003,15.0,0.0,5.5,0.0,0.5,12,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,12 h,0.0,63,0.8416666666666666,-0.8416666666666666,0.8416666666666666,expansao
0.55,345,189.75000000000003,15.0,0.0,5.5,0.0,1.0,24,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,1 dia,30.0,63,27.77738095238096,2.222619047619041,2.222619047619041,expansao
0.55,345,189.75000000000003,15.0,0.0,5.5,0.0,3.0,72,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,3 dias,80.0,63,70.20821428571429,9.791785714285709,9.791785714285709,expansao
0.55,345,189.75000000000003,15.0,0.0,5.5,0.0,7.0,168,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,7 dias,140.0,63,92.83690476190478,47.163095238095224,47.163095238095224,expansao
0.55,345,189.75000000000003,15.0,0.0,5.5,0.0,14.0,336,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,14 dias,-30.0,63,-61.59630952380953,31.59630952380953,31.59630952380953,retracao
0.55,345,189.75000000000003,15.0,0.0,5.5,0.0,28.0,672,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,28 dias,-130.0,63,-165.86289682539692,35.862896825396916,35.862896825396916,retracao
0.55,345,189.75000000000003,15.0,0.0,5.5,0.0,56.0,1344,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,56 dias,-320.0,63,-360.88571428571436,40.88571428571436,40.88571428571436,retracao
0.521,380,197.98000000000002,0.0,0.0,0.0,0.6,0.5,12,CP II F 32 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,AM,Norte,12 h,0.0,64,0.0,0.0,0.0,estabilidade
0.521,380,197.98000000000002,0.0,0.0,0.0,0.6,1.0,24,CP II F 32 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,AM,Norte,1 dia,-90.0,64,-52.67833333333333,-37.32166666666667,37.32166666666667,retracao
0.521,380,197.98000000000002,0.0,0.0,0.0,0.6,3.0,72,CP II F 32 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,AM,Norte,3 dias,-140.0,64,-76.21333333333332,-63.786666666666676,63.786666666666676,retracao
0.521,380,197.98000000000002,0.0,0.0,0.0,0.6,7.0,168,CP II F 32 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,AM,Norte,7 dias,-180.0,64,-144.9766666666668,-35.0233333333332,35.0233333333332,retracao
0.521,380,197.98000000000002,0.0,0.0,0.0,0.6,14.0,336,CP II F 32 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,AM,Norte,14 dias,-240.0,64,-231.5816666666667,-8.418333333333294,8.418333333333294,retracao
0.521,380,197.98000000000002,0.0,0.0,0.0,0.6,28.0,672,CP II F 32 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,AM,Norte,28 dias,-330.0,64,-365.15833333333336,35.15833333333336,35.15833333333336,retracao
0.521,380,197.98000000000002,0.0,0.0,0.0,0.6,56.0,1344,CP II F 32 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,AM,Norte,56 dias,-450.0,64,-497.21,47.20999999999998,47.20999999999998,retracao
0.63,320,201.6,10.0,0.0,0.0,0.3,0.5,12,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,12 h,0.0,65,0.27,-0.27,0.27,expansao
0.63,320,201.6,10.0,0.0,0.0,0.3,1.0,24,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,1 dia,30.0,65,24.701666666666668,5.298333333333332,5.298333333333332,expansao
0.63,320,201.6,10.0,0.0,0.0,0.3,3.0,72,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,3 dias,60.0,65,28.140000000000004,31.859999999999996,31.859999999999996,expansao
0.63,320,201.6,10.0,0.0,0.0,0.3,7.0,168,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,7 dias,110.0,65,31.18499999999999,78.81500000000001,78.81500000000001,expansao
0.63,320,201.6,10.0,0.0,0.0,0.3,14.0,336,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,14 dias,-10.0,65,-148.13523809523807,138.13523809523807,138.13523809523807,retracao
0.63,320,201.6,10.0,0.0,0.0,0.3,28.0,672,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,28 dias,-100.0,65,-217.93166666666664,117.93166666666664,117.93166666666664,retracao
0.63,320,201.6,10.0,0.0,0.0,0.3,56.0,1344,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,56 dias,-320.0,65,-376.9066666666667,56.906666666666695,56.906666666666695,retracao
0.49,380,186.2,12.5,0.0,5.5,0.6,0.5,12,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,CE,Nordeste,12 h,0.0,66,1.2500000000000002,-1.2500000000000002,1.2500000000000002,expansao
0.49,380,186.2,12.5,0.0,5.5,0.6,1.0,24,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,CE,Nordeste,1 dia,40.0,66,67.46666666666665,-27.466666666666654,27.466666666666654,expansao
0.49,380,186.2,12.5,0.0,5.5,0.6,3.0,72,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,CE,Nordeste,3 dias,80.0,66,75.70666666666665,4.293333333333351,4.293333333333351,expansao
0.49,380,186.2,12.5,0.0,5.5,0.6,7.0,168,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,CE,Nordeste,7 dias,120.0,66,119.53333333333336,0.46666666666664014,0.46666666666664014,expansao
0.49,380,186.2,12.5,0.0,5.5,0.6,14.0,336,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,CE,Nordeste,14 dias,-40.0,66,-46.99666666666666,6.996666666666663,6.996666666666663,retracao
0.49,380,186.2,12.5,0.0,5.5,0.6,28.0,672,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,CE,Nordeste,28 dias,-160.0,66,-168.09166666666664,8.09166666666664,8.09166666666664,retracao
0.49,380,186.2,12.5,0.0,5.5,0.6,56.0,1344,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,CE,Nordeste,56 dias,-320.0,66,-313.9449999999999,-6.0550000000001205,6.0550000000001205,retracao
0.49,380,186.2,0.0,0.0,0.0,0.6,0.5,12,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,12 h,0.0,67,0.0,0.0,0.0,estabilidade
0.49,380,186.2,0.0,0.0,0.0,0.6,1.0,24,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,1 dia,-50.0,67,-42.24500000000001,-7.754999999999988,7.754999999999988,retracao
0.49,380,186.2,0.0,0.0,0.0,0.6,3.0,72,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,3 dias,-100.0,67,-74.49166666666665,-25.508333333333354,25.508333333333354,retracao
0.49,380,186.2,0.0,0.0,0.0,0.6,7.0,168,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,7 dias,-170.0,67,-130.38500000000002,-39.61499999999998,39.61499999999998,retracao
0.49,380,186.2,0.0,0.0,0.0,0.6,14.0,336,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,14 dias,-260.0,67,-222.6766666666667,-37.323333333333295,37.323333333333295,retracao
0.49,380,186.2,0.0,0.0,0.0,0.6,28.0,672,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,28 dias,-370.0,67,-343.5916666666668,-26.40833333333319,26.40833333333319,retracao
0.49,380,186.2,0.0,0.0,0.0,0.6,56.0,1344,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,PI,Nordeste,56 dias,-450.0,67,-479.9600000000001,29.960000000000093,29.960000000000093,retracao
0.55,336,184.8,12.5,25.0,5.5,0.6,0.5,12,CP II E 40,Não informado,Não informado,SP,Sudeste,12 h,0.0,68,0.0,0.0,0.0,estabilidade
0.55,336,184.8,12.5,25.0,5.5,0.6,1.0,24,CP II E 40,Não informado,Não informado,SP,Sudeste,1 dia,20.0,68,18.12333333333334,1.8766666666666616,1.8766666666666616,expansao
0.55,336,184.8,12.5,25.0,5.5,0.6,3.0,72,CP II E 40,Não informado,Não informado,SP,Sudeste,3 dias,60.0,68,61.795000000000016,-1.795000000000016,1.795000000000016,expansao
0.55,336,184.8,12.5,25.0,5.5,0.6,7.0,168,CP II E 40,Não informado,Não informado,SP,Sudeste,7 dias,100.0,68,94.36333333333332,5.6366666666666845,5.6366666666666845,expansao
0.55,336,184.8,12.5,25.0,5.5,0.6,14.0,336,CP II E 40,Não informado,Não informado,SP,Sudeste,14 dias,-30.0,68,-42.337142857142865,12.337142857142865,12.337142857142865,retracao
0.55,336,184.8,12.5,25.0,5.5,0.6,28.0,672,CP II E 40,Não informado,Não informado,SP,Sudeste,28 dias,-160.0,68,-186.56333333333333,26.563333333333333,26.563333333333333,retracao
0.55,336,184.8,12.5,25.0,5.5,0.6,56.0,1344,CP II E 40,Não informado,Não informado,SP,Sudeste,56 dias,-320.0,68,-348.30833333333334,28.308333333333337,28.308333333333337,retracao
0.54,360,194.4,0.0,0.0,5.625,0.6,0.5,12,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,DF,Centro Oeste,12 h,0.0,69,0.0,0.0,0.0,estabilidade
0.54,360,194.4,0.0,0.0,5.625,0.6,1.0,24,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,DF,Centro Oeste,1 dia,-50.0,69,-34.63,-15.369999999999997,15.369999999999997,retracao
0.54,360,194.4,0.0,0.0,5.625,0.6,3.0,72,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,DF,Centro Oeste,3 dias,-110.0,69,-78.0,-32.0,32.0,retracao
0.54,360,194.4,0.0,0.0,5.625,0.6,7.0,168,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,DF,Centro Oeste,7 dias,-160.0,69,-117.26000000000002,-42.73999999999998,42.73999999999998,retracao
0.54,360,194.4,0.0,0.0,5.625,0.6,14.0,336,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,DF,Centro Oeste,14 dias,-260.0,69,-199.74833333333333,-60.251666666666665,60.251666666666665,retracao
0.54,360,194.4,0.0,0.0,5.625,0.6,28.0,672,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,DF,Centro Oeste,28 dias,-350.0,69,-298.26499999999993,-51.73500000000007,51.73500000000007,retracao
0.54,360,194.4,0.0,0.0,5.625,0.6,56.0,1344,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Não informado,DF,Centro Oeste,56 dias,-450.0,69,-409.13666666666666,-40.863333333333344,40.863333333333344,retracao
0.5,380,190.0,10.0,0.0,5.0,0.6,0.5,12,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,DF,Centro Oeste,12 h,0.0,70,-0.11666666666666668,0.11666666666666668,0.11666666666666668,retracao
0.5,380,190.0,10.0,0.0,5.0,0.6,1.0,24,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,DF,Centro Oeste,1 dia,20.0,70,46.74833333333333,-26.748333333333328,26.748333333333328,expansao
0.5,380,190.0,10.0,0.0,5.0,0.6,3.0,72,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,DF,Centro Oeste,3 dias,40.0,70,74.74833333333335,-34.74833333333335,34.74833333333335,expansao
0.5,380,190.0,10.0,0.0,5.0,0.6,7.0,168,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,DF,Centro Oeste,7 dias,90.0,70,94.48444444444445,-4.484444444444449,4.484444444444449,expansao
0.5,380,190.0,10.0,0.0,5.0,0.6,14.0,336,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,DF,Centro Oeste,14 dias,-40.0,70,-50.963571428571434,10.963571428571434,10.963571428571434,retracao
0.5,380,190.0,10.0,0.0,5.0,0.6,28.0,672,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,DF,Centro Oeste,28 dias,-180.0,70,-123.74666666666663,-56.25333333333337,56.25333333333337,retracao
0.5,380,190.0,10.0,0.0,5.0,0.6,56.0,1344,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,DF,Centro Oeste,56 dias,-320.0,70,-294.02500000000003,-25.974999999999966,25.974999999999966,retracao
0.47,390,183.29999999999998,0.0,0.0,0.0,0.0,0.5,12,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,12 h,0.0,71,0.0,0.0,0.0,estabilidade
0.47,390,183.29999999999998,0.0,0.0,0.0,0.0,1.0,24,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,1 dia,-50.0,71,-47.82166666666666,-2.1783333333333417,2.1783333333333417,retracao
0.47,390,183.29999999999998,0.0,0.0,0.0,0.0,3.0,72,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,3 dias,-110.0,71,-93.3157142857143,-16.684285714285707,16.684285714285707,retracao
0.47,390,183.29999999999998,0.0,0.0,0.0,0.0,7.0,168,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,7 dias,-190.0,71,-145.125,-44.875,44.875,retracao
0.47,390,183.29999999999998,0.0,0.0,0.0,0.0,14.0,336,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,14 dias,-260.0,71,-254.11499999999995,-5.885000000000048,5.885000000000048,retracao
0.47,390,183.29999999999998,0.0,0.0,0.0,0.0,28.0,672,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,28 dias,-330.0,71,-350.3019047619046,20.30190476190461,20.30190476190461,retracao
0.47,390,183.29999999999998,0.0,0.0,0.0,0.0,56.0,1344,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,56 dias,-450.0,71,-455.51976190476194,5.5197619047619355,5.5197619047619355,retracao
0.55,336,184.8,10.0,25.0,0.0,0.6,0.5,12,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,12 h,0.0,72,0.15666666666666668,-0.15666666666666668,0.15666666666666668,expansao
0.55,336,184.8,10.0,25.0,0.0,0.6,1.0,24,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,1 dia,60.0,72,50.98166666666667,9.01833333333333,9.01833333333333,expansao
0.55,336,184.8,10.0,25.0,0.0,0.6,3.0,72,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,3 dias,80.0,72,75.82571428571428,4.174285714285716,4.174285714285716,expansao
0.55,336,184.8,10.0,25.0,0.0,0.6,7.0,168,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,7 dias,120.0,72,104.40476190476191,15.595238095238088,15.595238095238088,expansao
0.55,336,184.8,10.0,25.0,0.0,0.6,14.0,336,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,14 dias,80.0,72,-44.47142857142856,124.47142857142856,124.47142857142856,retracao
