amostra_id,idade_label,real,previsto
10,56 dias,-660.0,-498.3027612419594
11,12 h,0.0,16.301462920651872
11,1 dia,10.0,30.594173869137066
11,3 dias,20.0,35.031204713437305
11,7 dias,50.0,32.10670525095851
11,14 dias,-100.0,-88.80253571485338
11,28 dias,-220.0,-206.01670109971514
11,56 dias,-380.0,-338.64647071835986
12,12 h,0.0,-45.90743678415116
12,1 dia,-50.0,-40.5357955212678
12,3 dias,-150.0,-36.531244858223346
12,7 dias,-270.0,-43.98976943141497
12,14 dias,-370.0,-162.09614426903238
12,28 dias,-480.0,-277.45859695844337
12,56 dias,-650.0,-411.27848398536634
13,12 h,10.0,-11.829416307902278
13,1 dia,0.0,2.678778787606518
13,3 dias,20.0,18.55328578834701
13,7 dias,20.0,16.12963791932438
13,14 dias,-180.0,-107.7340480097385
13,28 dias,-250.0,-229.7486812148446
13,56 dias,-370.0,-367.56179263918546
14,12 h,0.0,-176.84812595559356
14,1 dia,-60.0,-162.55541500710837
14,3 dias,-180.0,-158.11838416280813
14,7 dias,-300.0,-161.0428836252869
14,14 dias,-400.0,-281.95212459109877
14,28 dias,-530.0,-399.1662899759605
14,56 dias,-630.0,-531.7960595946053
15,12 h,0.0,40.06745950001286
15,1 dia,30.0,45.4391007628962
15,3 dias,70.0,49.44365142594066
15,7 dias,110.0,41.98512685274903
15,14 dias,-20.0,-76.12124798486838
15,28 dias,-140.0,-191.48370067427936
15,56 dias,-370.0,-325.30358770120233
16,12 h,0.0,-78.39743266757235
16,1 dia,-60.0,-63.889237572063564
16,3 dias,-180.0,-48.0147305713231
16,7 dias,-300.0,-50.43837844034573
16,14 dias,-400.0,-174.30206436940858
16,28 dias,-530.0,-296.3166975745147
16,56 dias,-630.0,-434.12980899885554
17,12 h,0.0,11.8733589852486
17,1 dia,20.0,26.166069933733795
17,3 dias,40.0,30.603100778034033
17,7 dias,90.0,27.67860131555527
17,14 dias,-30.0,-93.2306396502566
17,28 dias,-140.0,-210.4448050351184
17,56 dias,-360.0,-343.0745746537631
18,12 h,0.0,64.57609768638639
18,1 dia,60.0,69.94773894926976
18,3 dias,100.0,73.95228961231422
18,7 dias,-20.0,66.49376503912262
18,14 dias,-130.0,-51.61260979849483
18,28 dias,-240.0,-166.9750624879058
18,56 dias,-360.0,-300.7949495148288
19,12 h,0.0,47.273464943336194
19,1 dia,30.0,61.78166003884502
19,3 dias,60.0,77.65616703958545
19,7 dias,100.0,75.23251917056285
19,14 dias,-50.0,-48.63116675850003
19,28 dias,-190.0,-170.64579996360612
19,56 dias,-360.0,-308.45891138794696
20,12 h,0.0,91.17061007097043
20,1 dia,20.0,105.46332101945562
20,3 dias,60.0,109.90035186375586
20,7 dias,120.0,106.9758524012771
20,14 dias,-20.0,-13.933388564534823
20,28 dias,-210.0,-131.14755394939658
20,56 dias,-360.0,-263.7773235680413
21,12 h,0.0,-177.6470764772646
21,1 dia,-70.0,-172.27543521438122
21,3 dias,-160.0,-168.27088455133674
21,7 dias,-290.0,-175.72940912452836
21,14 dias,-380.0,-293.8357839621458
21,28 dias,-500.0,-409.1982366515567
21,56 dias,-620.0,-543.0181236784798
22,12 h,0.0,-88.34359127444796
22,1 dia,-60.0,-73.83539617893919
22,3 dias,-130.0,-57.9608891781987
22,7 dias,-250.0,-60.38453704722133
22,14 dias,-370.0,-184.24822297628424
22,28 dias,-480.0,-306.2628561813903
22,56 dias,-590.0,-444.07596760573114
23,12 h,0.0,-77.93540084363573
23,1 dia,-20.0,-63.64268989515055
23,3 dias,-70.0,-59.205659050850315
23,7 dias,-100.0,-62.130158513329086
23,14 dias,-200.0,-183.03939947914097
23,28 dias,-460.0,-300.2535648640028
23,56 dias,-580.0,-432.8833344826474
24,12 h,0.0,-48.29390326021965
24,1 dia,10.0,-42.92226199733631
24,3 dias,20.0,-38.91771133429185
24,7 dias,40.0,-46.37623590748346
24,14 dias,-120.0,-164.48261074510089
24,28 dias,-240.0,-279.84506343451187
24,56 dias,-360.0,-413.66495046143484
25,12 h,0.0,21.34940475583244
25,1 dia,20.0,35.857599851341206
25,3 dias,70.0,51.73210685208173
25,7 dias,100.0,49.3084589830591
25,14 dias,-50.0,-74.5552269460038
25,28 dias,-190.0,-196.5698601511099
25,56 dias,-360.0,-334.38297157545077
26,12 h,0.0,-54.14424495925188
26,1 dia,-50.0,-39.851534010766684
26,3 dias,-120.0,-35.414503166466474
26,7 dias,-190.0,-38.339002628945224
26,14 dias,-310.0,-159.24824359475713
26,28 dias,-430.0,-276.4624089796189
26,56 dias,-580.0,-409.09217859826356
27,12 h,0.0,84.10801392229362
27,1 dia,0.0,89.47965518517694
27,3 dias,10.0,93.48420584822142
27,7 dias,10.0,86.02568127502983
27,14 dias,-110.0,-32.08069356258761
27,28 dias,-200.0,-147.4431462519986
27,56 dias,-350.0,-281.26303327892157
28,12 h,0.0,26.128417993959175
28,1 dia,20.0,40.63661308946797
28,3 dias,50.0,56.51112009020841
28,7 dias,80.0,54.087472221185806
28,14 dias,-60.0,-69.77621370787708
28,28 dias,-200.0,-191.79084691298317
28,56 dias,-350.0,-329.603958337324
29,12 h,0.0,-92.02774141413973
29,1 dia,-100.0,-77.73503046565452
29,3 dias,-140.0,-73.29799962135428
29,7 dias,-180.0,-76.22249908383307
29,14 dias,-310.0,-197.13174004964495
29,28 dias,-390.0,-314.34590543450673
29,56 dias,-560.0,-446.97567505315146
30,12 h,0.0,43.48679322135524
30,1 dia,20.0,48.85843448423856
30,3 dias,40.0,52.86298514728304
30,7 dias,70.0,45.404460574091416
30,14 dias,-100.0,-72.70191426352604
30,28 dias,-230.0,-188.06436695293704
30,56 dias,-350.0,-321.88425397986
31,12 h,0.0,-90.02779000380374
31,1 dia,-60.0,-75.51959490829495
31,3 dias,-120.0,-59.645087907554455
31,7 dias,-180.0,-62.068735776577114
31,14 dias,-270.0,-185.93242170564
31,28 dias,-380.0,-307.9470549107461
31,56 dias,-500.0,-445.76016633508686
32,12 h,0.0,7.23493908140226
32,1 dia,70.0,21.527650029887454
32,3 dias,120.0,25.964680874187692
32,7 dias,170.0,23.04018141170893
32,14 dias,-50.0,-97.86905955410299
32,28 dias,-240.0,-215.08322493896475
32,56 dias,-380.0,-347.7129945576095
33,12 h,0.0,-86.00284259694678
33,1 dia,30.0,-80.63120133406343
33,3 dias,70.0,-76.62665067101898
33,7 dias,80.0,-84.0851752442106
33,14 dias,-90.0,-202.191550081828
33,28 dias,-280.0,-317.55400277123897
33,56 dias,-490.0,-451.373889798162
34,12 h,0.0,30.148934743223265
34,1 dia,20.0,44.65712983873209
34,3 dias,50.0,60.53163683947258
34,7 dias,90.0,58.107988970449924
34,14 dias,-40.0,-65.75569695861293
34,28 dias,-160.0,-187.77033016371905
34,56 dias,-350.0,-325.5834415880599
35,12 h,0.0,-78.41756724335414
35,1 dia,-70.0,-64.12485629486896
35,3 dias,-110.0,-59.687825450568724
