MAE,RMSE,R2,acuracia_sinal,erro_mediano_absoluto,erro_percentil_75,erro_percentil_90
62.54508284883887,96.08032750595626,0.7406686696689615,0.796821008984105,42.614779477339624,76.1345414615389,123.39998748572734
