amostra_id,idade_label,idade_dias,epsilon_t,epsilon_previsto,residuo,erro_absoluto,sinal_real,sinal_previsto
87,1 dia,1.0,40.0,100.76271184543245,-60.76271184543245,60.76271184543245,expansao,expansao
87,3 dias,3.0,110.0,111.07213412694804,-1.0721341269480433,1.0721341269480433,expansao,expansao
87,7 dias,7.0,150.0,104.19744201182553,45.80255798817447,45.80255798817447,expansao,expansao
87,14 dias,14.0,0.0,-8.699838480718228,8.699838480718228,8.699838480718228,estabilidade,retracao
87,28 dias,28.0,-90.0,-126.58258498580356,36.582584985803564,36.582584985803564,retracao,retracao
87,56 dias,56.0,-300.0,-255.67180702694657,-44.32819297305343,44.32819297305343,retracao,retracao
88,12 h,0.5,0.0,-69.35376073955143,69.35376073955143,69.35376073955143,estabilidade,retracao
88,1 dia,1.0,-50.0,-73.56356928000073,23.563569280000735,23.563569280000735,retracao,retracao
88,3 dias,3.0,-90.0,-90.402803441798,0.40280344179799954,0.40280344179799954,retracao,retracao
88,7 dias,7.0,-160.0,-62.35711028501677,-97.64288971498323,97.64288971498323,retracao,retracao
88,14 dias,14.0,-200.0,-183.01859133168298,-16.981408668317016,16.981408668317016,retracao,retracao
88,28 dias,28.0,-310.0,-300.89323046426387,-9.106769535736134,9.106769535736134,retracao,retracao
88,56 dias,56.0,-440.0,-438.0723435976245,-1.9276564023754759,1.9276564023754759,retracao,retracao
89,12 h,0.5,0.0,108.63104446341549,-108.63104446341549,108.63104446341549,estabilidade,expansao
89,1 dia,1.0,40.0,105.35976706083449,-65.35976706083449,65.35976706083449,expansao,expansao
89,3 dias,3.0,100.0,92.27465745051063,7.725342549489369,7.725342549489369,expansao,expansao
89,7 dias,7.0,150.0,114.55458126169219,35.44541873830781,35.44541873830781,expansao,expansao
89,14 dias,14.0,-10.0,20.306554593729345,-30.306554593729345,30.306554593729345,retracao,expansao
89,28 dias,28.0,-130.0,-120.70802429732791,-9.29197570267209,9.29197570267209,retracao,retracao
89,56 dias,56.0,-300.0,-254.48074722307206,-45.51925277692794,45.51925277692794,retracao,retracao
90,12 h,0.5,0.0,-80.37432395468424,80.37432395468424,80.37432395468424,estabilidade,retracao
90,1 dia,1.0,-30.0,-84.6971925286909,54.697192528690906,54.697192528690906,retracao,retracao
90,3 dias,3.0,-70.0,-74.83885218533251,4.838852185332513,4.838852185332513,retracao,retracao
90,7 dias,7.0,-120.0,-82.61570817676946,-37.38429182323054,37.38429182323054,retracao,retracao
90,14 dias,14.0,-190.0,-197.0917754528635,7.091775452863487,7.091775452863487,retracao,retracao
90,28 dias,28.0,-260.0,-318.13209552504935,58.13209552504935,58.13209552504935,retracao,retracao
90,56 dias,56.0,-440.0,-453.53646470039337,13.536464700393367,13.536464700393367,retracao,retracao
91,12 h,0.5,0.0,91.15063521737946,-91.15063521737946,91.15063521737946,estabilidade,expansao
91,1 dia,1.0,30.0,87.05358940569221,-57.05358940569221,57.05358940569221,expansao,expansao
91,3 dias,3.0,80.0,70.66540615894309,9.334593841056915,9.334593841056915,expansao,expansao
91,7 dias,7.0,110.0,99.61320114582057,10.386798854179432,10.386798854179432,expansao,expansao
91,14 dias,14.0,-50.0,-19.469601698177144,-30.530398301822856,30.530398301822856,retracao,retracao
91,28 dias,28.0,-160.0,-134.18688442542103,-25.813115574578973,25.813115574578973,retracao,retracao
91,56 dias,56.0,-300.0,-265.0512847481078,-34.948715251892224,34.948715251892224,retracao,retracao
92,12 h,0.5,0.0,-89.0953426698397,89.0953426698397,89.0953426698397,estabilidade,retracao
92,1 dia,1.0,-30.0,-92.65869841193684,62.65869841193684,62.65869841193684,retracao,retracao
92,3 dias,3.0,-100.0,-106.91212138032533,6.912121380325331,6.912121380325331,retracao,retracao
92,7 dias,7.0,-150.0,-86.96882428527304,-63.031175714726956,63.031175714726956,retracao,retracao
92,14 dias,14.0,-210.0,-185.3059477064621,-24.694052293537908,24.694052293537908,retracao,retracao
92,28 dias,28.0,-290.0,-334.4987201039717,44.49872010397172,44.49872010397172,retracao,retracao
92,56 dias,56.0,-440.0,-484.62783004262064,44.627830042620644,44.627830042620644,retracao,retracao
93,12 h,0.5,0.0,78.45103252887472,-78.45103252887472,78.45103252887472,estabilidade,expansao
93,1 dia,1.0,30.0,74.22840438556969,-44.22840438556969,44.22840438556969,expansao,expansao
93,3 dias,3.0,70.0,84.48770645173451,-14.48770645173451,14.48770645173451,expansao,expansao
93,7 dias,7.0,100.0,77.51277390591034,22.487226094089664,22.487226094089664,expansao,expansao
93,14 dias,14.0,-70.0,-35.55992734036124,-34.44007265963876,34.44007265963876,retracao,retracao
93,28 dias,28.0,-170.0,-153.7935153529022,-16.206484647097795,16.206484647097795,retracao,retracao
93,56 dias,56.0,-300.0,-283.5844204089565,-16.415579591043524,16.415579591043524,retracao,retracao
94,12 h,0.5,0.0,-72.38653006275601,72.38653006275601,72.38653006275601,estabilidade,retracao
94,1 dia,1.0,-50.0,-76.29017070935447,26.29017070935447,26.29017070935447,retracao,retracao
94,3 dias,3.0,-100.0,-91.90473329574831,-8.095266704251685,8.095266704251685,retracao,retracao
94,7 dias,7.0,-160.0,-61.40969698816022,-98.59030301183978,98.59030301183978,retracao,retracao
94,14 dias,14.0,-260.0,-177.78482752091435,-82.21517247908565,82.21517247908565,retracao,retracao
94,28 dias,28.0,-340.0,-287.08676562567115,-52.91323437432885,52.91323437432885,retracao,retracao
94,56 dias,56.0,-440.0,-407.12047670338364,-32.879523296616355,32.879523296616355,retracao,retracao
95,12 h,0.5,0.0,74.46765633844726,-74.46765633844726,74.46765633844726,estabilidade,expansao
95,1 dia,1.0,20.0,71.19637893586628,-51.19637893586628,51.19637893586628,expansao,expansao
95,3 dias,3.0,80.0,58.11126932554242,21.888730674457577,21.888730674457577,expansao,expansao
95,7 dias,7.0,120.0,80.39119313672396,39.608806863276044,39.608806863276044,expansao,expansao
95,14 dias,14.0,-20.0,-13.856833531238891,-6.143166468761109,6.143166468761109,retracao,retracao
95,28 dias,28.0,-120.0,-154.87141242229615,34.871412422296146,34.871412422296146,retracao,retracao
95,56 dias,56.0,-300.0,-288.64413534804027,-11.355864651959735,11.355864651959735,retracao,retracao
96,12 h,0.5,0.0,33.46295725973087,-33.46295725973087,33.46295725973087,estabilidade,expansao
96,1 dia,1.0,90.0,29.132570653421595,60.867429346578405,60.867429346578405,expansao,expansao
96,3 dias,3.0,140.0,38.960838867569464,101.03916113243054,101.03916113243054,expansao,expansao
96,7 dias,7.0,160.0,31.123838617711584,128.87616138228842,128.87616138228842,expansao,expansao
96,14 dias,14.0,-50.0,-83.45748111061911,33.45748111061911,33.45748111061911,retracao,retracao
96,28 dias,28.0,-160.0,-204.70830608727834,44.708306087278345,44.708306087278345,retracao,retracao
96,56 dias,56.0,-290.0,-340.53368507156915,50.53368507156915,50.53368507156915,retracao,retracao
97,12 h,0.5,0.0,60.19826532641633,-60.19826532641633,60.19826532641633,estabilidade,expansao
97,1 dia,1.0,80.0,56.23676259273594,23.763237407264057,23.763237407264057,expansao,expansao
97,3 dias,3.0,-50.0,40.39075165801438,-90.39075165801438,90.39075165801438,retracao,expansao
97,7 dias,7.0,-100.0,70.42289126894701,-170.422891268947,170.422891268947,retracao,expansao
97,14 dias,14.0,-170.0,-46.76230848295418,-123.23769151704582,123.23769151704582,retracao,retracao
97,28 dias,28.0,-230.0,-157.6843850260051,-72.31561497399491,72.31561497399491,retracao,retracao
97,56 dias,56.0,-290.0,-280.9583729803058,-9.041627019694204,9.041627019694204,retracao,retracao
98,12 h,0.5,0.0,-88.07520111056745,88.07520111056745,88.07520111056745,estabilidade,retracao
98,1 dia,1.0,-50.0,-91.48101156650132,41.48101156650132,41.48101156650132,retracao,retracao
98,3 dias,3.0,-120.0,-105.10425339023676,-14.895746609763236,14.895746609763236,retracao,retracao
98,7 dias,7.0,-180.0,-83.9005940058784,-96.0994059941216,96.0994059941216,retracao,retracao
98,14 dias,14.0,-220.0,-180.03208342078182,-39.96791657921818,39.96791657921818,retracao,retracao
98,28 dias,28.0,-350.0,-324.81358780572015,-25.186412194279853,25.186412194279853,retracao,retracao
98,56 dias,56.0,-440.0,-466.12016171922653,26.12016171922653,26.12016171922653,retracao,retracao
99,12 h,0.5,0.0,88.92185552295777,-88.92185552295777,88.92185552295777,estabilidade,expansao
99,1 dia,1.0,40.0,84.85528350472228,-44.85528350472228,44.85528350472228,expansao,expansao
99,3 dias,3.0,80.0,95.73881007116526,-15.738810071165261,15.738810071165261,expansao,expansao
99,7 dias,7.0,130.0,90.01232652589752,39.98767347410248,39.98767347410248,expansao,expansao
99,14 dias,14.0,-60.0,-20.875588969400525,-39.124411030599475,39.124411030599475,retracao,retracao
99,28 dias,28.0,-170.0,-134.7396054799943,-35.26039452000569,35.26039452000569,retracao,retracao
99,56 dias,56.0,-290.0,-255.7913675321542,-34.2086324678458,34.2086324678458,retracao,retracao
100,12 h,0.5,0.0,-65.63963055200901,65.63963055200901,65.63963055200901,estabilidade,retracao
100,1 dia,1.0,-40.0,-69.96789690853157,29.96789690853157,29.96789690853157,retracao,retracao
100,3 dias,3.0,-70.0,-87.28096233462185,17.280962334621847,17.280962334621847,retracao,retracao
100,7 dias,7.0,-120.0,-60.182931706426615,-59.817068293573385,59.817068293573385,retracao,retracao
100,14 dias,14.0,-210.0,-182.5028221781183,-27.497177821881706,27.497177821881706,retracao,retracao
100,28 dias,28.0,-330.0,-303.6942801607501,-26.30571983924989,26.30571983924989,retracao,retracao
100,56 dias,56.0,-440.0,-447.50703099421276,7.507030994212755,7.507030994212755,retracao,retracao
101,12 h,0.5,0.0,108.63104446341549,-108.63104446341549,108.63104446341549,estabilidade,expansao
101,1 dia,1.0,50.0,105.35976706083449,-55.359767060834486,55.359767060834486,expansao,expansao
101,3 dias,3.0,100.0,92.27465745051063,7.725342549489369,7.725342549489369,expansao,expansao
101,7 dias,7.0,160.0,114.55458126169219,45.44541873830781,45.44541873830781,expansao,expansao
101,14 dias,14.0,10.0,20.306554593729345,-10.306554593729345,10.306554593729345,expansao,expansao
101,28 dias,28.0,-130.0,-120.70802429732791,-9.29197570267209,9.29197570267209,retracao,retracao
101,56 dias,56.0,-290.0,-254.48074722307206,-35.51925277692794,35.51925277692794,retracao,retracao
102,12 h,0.5,0.0,91.17398688094582,-91.17398688094582,91.17398688094582,estabilidade,expansao
102,1 dia,1.0,60.0,86.95659857833655,-26.956598578336553,26.956598578336553,expansao,expansao
102,3 dias,3.0,110.0,97.23686000728438,12.763139992715622,12.763139992715622,expansao,expansao
102,7 dias,7.0,160.0,90.30384618702638,69.69615381297362,69.69615381297362,expansao,expansao
102,14 dias,14.0,10.0,-22.69549728950446,32.69549728950446,32.69549728950446,expansao,retracao
102,28 dias,28.0,-140.0,-140.78236976256397,0.7823697625639738,0.7823697625639738,retracao,retracao
102,56 dias,56.0,-290.0,-270.27984373965535,-19.720156260344652,19.720156260344652,retracao,retracao
103,12 h,0.5,0.0,-70.15892822866445,70.15892822866445,70.15892822866445,estabilidade,retracao
103,1 dia,1.0,-60.0,-74.94553521199353,14.94553521199353,14.94553521199353,retracao,retracao
103,3 dias,3.0,-120.0,-94.09196314530976,-25.908036854690238,25.908036854690238,retracao,retracao
103,7 dias,7.0,-160.0,-70.6606575315665,-89.3393424684335,89.3393424684335,retracao,retracao
103,14 dias,14.0,-260.0,-199.3973167785491,-60.60268322145089,60.60268322145089,retracao,retracao
103,28 dias,28.0,-350.0,-333.4223123117628,-16.577687688237177,16.577687688237177,retracao,retracao
103,56 dias,56.0,-430.0,-502.9021382463892,72.9021382463892,72.9021382463892,retracao,retracao
104,12 h,0.5,0.0,90.1777753162392,-90.1777753162392,90.1777753162392,estabilidade,expansao
104,1 dia,1.0,50.0,87.14440899748234,-37.144408997482344,37.144408997482344,expansao,expansao
104,3 dias,3.0,80.0,75.01094372245473,4.989056277545274,4.989056277545274,expansao,expansao
104,7 dias,7.0,110.0,99.19415620422885,10.805843795771153,10.805843795771153,expansao,expansao
104,14 dias,14.0,-30.0,8.276884709802971,-38.27688470980297,38.27688470980297,retracao,expansao
104,28 dias,28.0,-150.0,-126.07618383418028,-23.923816165819716,23.923816165819716,retracao,retracao
104,56 dias,56.0,-290.0,-246.52588606577643,-43.47411393422357,43.47411393422357,retracao,retracao
105,12 h,0.5,0.0,63.82622833510513,-63.82622833510513,63.82622833510513,estabilidade,expansao
105,1 dia,1.0,30.0,59.47943874922649,-29.47943874922649,29.47943874922649,expansao,expansao
105,3 dias,3.0,90.0,69.24209504509699,20.75790495490301,20.75790495490301,expansao,expansao
